id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
10658992,Charming Circle C Home,54916564,Melissa,,78739,30.1882,-97.89195,Private room,115,1,0,,,1,0,0,
10671623,"Farmhouse In The City, Your SXSW Paradise",53170299,Catherine,,78741,30.22463,-97.71727,Private room,150,3,1,2017-03-14,0.01,1,0,0,
9113180,Relax in an Executive Studio Guesthouse,28627278,Sue,,78702,30.27617,-97.72,Entire home/apt,95,2,171,2022-11-29,1.98,7,114,21,
9936343,Central Bungalow w/ Downtown Views,7164229,Abbey,,78704,30.2504,-97.73931,Entire home/apt,300,3,84,2022-09-05,1.04,1,8,6,
9941582,Ranch charmer off SoCo for SXSW,43085325,Meg,,78704,30.23336,-97.75147,Entire home/apt,495,3,2,2016-01-03,0.02,1,0,0,
9128884,"Quiet Comfort, Convenient Location - King",43733769,Jonathan,,78731,30.34525,-97.75277,Private room,100,5,33,2017-10-25,0.38,1,365,0,
9951914,Small Home 78745 / 5m to Downtown,51142362,Brent,,78745,30.22416,-97.77795,Entire home/apt,90,1,1,2016-02-01,0.01,1,0,0,
9968110,Beautiful Central One Bedroom,51223759,Arielle,,78703,30.28061,-97.75261,Entire home/apt,200,2,25,2018-03-14,0.36,1,0,0,
9986532,"Lake Austin, Eanes, 30 days or more",51312049,Kathy,,78733,30.35389,-97.85871,Entire home/apt,116,30,0,,,1,244,0,
9997614,One bedroom duplex in Hyde Park,11366463,Paige,,78705,30.29316,-97.74483,Entire home/apt,84,1,0,,,1,0,0,
10694691,1 BR/Bath Clarksville Private Entry,37921712,Rob,,78703,30.28034,-97.76569,Private room,199,3,14,2022-12-04,0.17,2,362,1,
10701836,Tarrytown Duplex close to downtown,55293498,Hannah,,78703,30.30069,-97.77909,Entire home/apt,200,2,1,2016-03-15,0.01,1,0,0,
9136983,Nest Nouveau: Central Eastside Apartment with a Covered Deck,47585967,Keith & Tim,,78702,30.27781,-97.71897,Entire home/apt,149,5,280,2022-11-05,3.39,1,0,21,
9137791,Ultra modern 3/3 close to downtown,528432,Michael,,78704,30.24089,-97.75752,Entire home/apt,500,4,13,2022-03-16,0.15,1,43,1,
10706987,1 Bedroom Apt on South Congress,55324539,Natalie,,78704,30.25291,-97.74687,Private room,89,2,1,2016-03-22,0.01,1,0,0,
10015237,Casita de Corazon: Everything at your doorstep!,49173080,Eddie,,78703,30.27395,-97.75549,Entire home/apt,148,28,33,2022-06-26,0.53,1,178,3,
9149808,Cozy Travis Heights Apartment,23278164,Nicole,,78704,30.25009,-97.74026,Entire home/apt,200,1,0,,,1,0,0,
9157222,Relax at Casa Moderna filled with Natural Light,8402421,Andy,,78702,30.2746,-97.70649,Entire home/apt,118,3,205,2022-11-11,2.42,15,327,26,
10042129,Clarksville gem,746455,Michael,,78703,30.28363,-97.76322,Private room,299,1,4,2016-01-17,0.05,4,0,0,
10042925,Cute Comfy bungalow house in N Austin,6147666,Jennifer,,78717,30.50634,-97.73945,Entire home/apt,129,30,240,2021-03-30,2.84,1,359,0,
10052537,Cozy room in 3bdr Clarksville Farm,746455,Michael,,78703,30.28274,-97.76358,Private room,299,1,12,2018-05-28,0.14,4,0,0,
10707904,Clean + Modern Private Studio,12683426,Kim,,78702,30.2726,-97.7072,Entire home/apt,99,2,298,2022-12-05,3.62,1,38,36,
10721252,"MoChaca...South Austin Bungalow-SXSW,ACL,Formula 1",4690405,Andrea,,78745,30.21554,-97.80618,Entire home/apt,400,2,39,2022-10-24,0.47,1,5,1,
9163030,Funky East Side Charmer,11885739,Avery,,78702,30.26734,-97.71992,Entire home/apt,300,3,3,2016-04-26,0.04,1,0,0,
9170221,"Cool, centrally located, Austin apt",47723691,Breanna M,,78705,30.28396,-97.74448,Private room,45,1,1,2015-11-29,0.01,1,0,0,
10726898,Central Austin 1-1 Apt & Porch,55440418,Molly,,78705,30.29765,-97.74721,Entire home/apt,99,1,2,2016-03-23,0.02,1,0,0,
10062315,El Corazón of Zilker with  a Downtown View,23262800,Shelby,,78704,30.2587,-97.75942,Entire home/apt,893,3,5,2022-10-24,0.06,2,222,2,
11256270,Room for two or three next to downtown,58739366,Jennifer,,78741,30.23629,-97.73576,Private room,170,2,1,2016-03-19,0.01,1,0,0,
10069202,★Peaceful Downtown Getaway★Walk Everywhere★,2934425,Brett,,78703,30.27324,-97.75368,Entire home/apt,126,2,483,2022-11-27,5.99,12,145,61,
10071591,"Greenbelt, hot tub, SXSW cancellation-see below",3739663,Jennifer,,78704,30.26019,-97.78051,Entire home/apt,1950,4,4,2018-01-28,0.05,1,0,0,
10733649,Howdy Haven Tipi,7404805,Jinny,,78727,30.43992,-97.75195,Entire home/apt,190,2,3,2019-10-02,0.04,4,364,0,
11259653,Townhouse in North Central,29602356,Will,,78758,30.37032,-97.69698,Private room,25,1,0,,,1,0,0,
10740948,North Loop 2BR/2BA | Home Office | King bed,16588026,Michael,,78751,30.32103,-97.72165,Entire home/apt,250,21,16,2022-11-16,0.19,1,297,3,
10751717,Awesome house for SXSW!,22899175,Jacob,,78741,30.24056,-97.73301,Entire home/apt,999,1,2,2016-03-20,0.02,1,0,0,
10254489,Hyde Park Historic District Home,578211,Pete,,78751,30.31268,-97.72396,Entire home/apt,126,20,78,2022-12-02,0.95,9,335,14,
10268403,Zen Cottage in Trendy East Austin by downtown,14484953,Lindsay,,78702,30.25068,-97.72316,Entire home/apt,300,3,5,2019-03-12,0.06,2,0,0,
11259781,Quiet Room in Central Austin,34611824,Shannon,,78702,30.27866,-97.71999,Private room,200,1,1,2016-03-17,0.01,2,0,0,
10331035,"Cool Artistic ""Treehouse"" Cabin",44487,C.,,78704,30.24486,-97.73935,Entire home/apt,130,1,459,2022-11-26,5.44,2,334,47,
11260474,Private Condominium,15897554,Eugenia,,78705,30.29125,-97.74544,Private room,89,1,2,2016-03-23,0.02,1,0,0,
10336181,Sanitized for Covid! Double Rooftop & New!,27784340,Jacqueline,,78702,30.25436,-97.72162,Entire home/apt,163,3,212,2022-10-16,2.52,1,149,29,
10355760,Funky Apartment Near Downtown and Zilker Park!,48201503,Lela,,78704,30.25107,-97.7743,Entire home/apt,75,4,11,2017-10-16,0.15,1,0,0,
10764527,Modern Farmhouse,9013446,Cindy,,78756,30.32323,-97.73549,Entire home/apt,1700,2,0,,,2,0,0,
10764579,Zat,27903197,Zak,,78712,30.28664,-97.73398,Private room,500,1,0,,,1,0,0,
11260824,1-bedroom apartment for SXSW,58776805,Ariana,,78756,30.31545,-97.73726,Entire home/apt,275,1,0,,,1,0,0,
10766260,Artsy Getaway w/ Cowboy Pool! - 5mins to downtown!,55680830,Dan,,78702,30.27547,-97.71646,Entire home/apt,220,2,18,2022-12-04,4.74,1,66,18,
10367683,3/3 Spacious East Austin House,7388171,Sheryl,,78702,30.26643,-97.71923,Entire home/apt,351,6,13,2017-03-16,0.16,1,0,0,
10382291,"Conveniently located, updated condo",2732018,Nicole,,78723,30.31383,-97.6925,Entire home/apt,87,1,2,2016-03-01,0.02,1,0,0,
10391759,Your Modern + Comfy Home,53050732,Danielle,,78735,30.25056,-97.85821,Private room,71,2,11,2019-05-22,0.20,1,0,0,
10408722,Bright and Modern Guest House in Historic SoCo,5196648,Anthony & Hayley,,78704,30.23645,-97.75787,Entire home/apt,89,2,46,2020-03-11,0.57,2,0,0,
11262298,78704 Zilker Studio,58095597,Daniele,,78704,30.26078,-97.77426,Entire home/apt,125,3,0,,,1,0,0,
10409985,South Austin Peace & Comfort w/ Dog-friendly Yard,8095280,Brent,,78744,30.17715,-97.76841,Entire home/apt,85,30,61,2022-11-13,0.73,1,278,4,
10767302,"East Austin New Townhouse, perfect for SXSW",3887277,Kevin,,78702,30.25724,-97.72529,Entire home/apt,1200,3,2,2021-10-25,0.10,1,362,0,
11274398,"Country cottage, GREAT location!",58872156,Cindy & James,,78745,30.2239,-97.8127,Entire home/apt,120,2,11,2016-05-08,0.13,1,0,0,
10768287,Warm Family-Friendly Retreat in Mueller,14209173,Erin & Greg,,78723,30.29343,-97.70609,Entire home/apt,295,2,54,2020-09-07,0.65,1,0,0,
10412406,Master Bedroom with private bath,32703998,Avery,,78748,30.17712,-97.80633,Private room,50,1,3,2016-03-19,0.04,1,0,0,
10415975,Downtown East Austin GEM!,8463836,Amber,,78702,30.2726,-97.72967,Entire home/apt,1050,2,19,2022-10-16,0.23,2,346,7,
11274406,East/central ATX SXSW retreat,58871402,Michelle,,78702,30.26918,-97.71729,Entire home/apt,150,1,2,2017-03-14,0.02,1,0,0,
11291196,2/2 Bright Apt. 5 Min from Downtown,5210072,Lara,,78703,30.2879,-97.77265,Entire home/apt,350,3,1,2016-03-17,0.01,1,0,0,
10431058,Cozy Cottage in Central Austin,3521167,Ann,,78757,30.34781,-97.73059,Entire home/apt,95,30,1,2022-12-01,1,1,316,1,
10433894,Modern. Texas living. Amazing deal.,53742919,Harold,,78741,30.22491,-97.71986,Private room,19,1,0,,,1,0,0,
10769659,Sunny Apt with Garden Patio One Mile to SoCo and Downtown,46559828,Mark,,78741,30.24078,-97.73462,Entire home/apt,138,2,218,2022-11-17,2.68,1,59,53,
11292516,SXSW--1 Bedroom Hyde Park Apt,59004821,Leslie,,78751,30.30209,-97.73526,Entire home/apt,250,3,0,,,1,0,0,
10770009,Loft walking distance of SXSW,12702263,Jake,,78702,30.25775,-97.7157,Entire home/apt,449,1,0,,,1,0,0,
10438327,Spacious Condo Near Downtown Austin,53772421,Austin,,78705,30.28472,-97.74741,Entire home/apt,250,4,1,2016-03-17,0.01,2,0,0,
10438383,North Austin Allendale Neighborhood,52192726,John,,78757,30.35532,-97.73842,Entire home/apt,70,1,2,2016-02-28,0.02,1,0,0,
11294317,"Cozy, Private Apartment",34924363,Whitney,,78741,30.23261,-97.73746,Entire home/apt,250,2,6,2016-08-29,0.07,1,0,0,
10438567,Bouldin Creek Cottage,4741751,Anita,,78704,30.24943,-97.75729,Entire home/apt,96,2,184,2022-11-06,2.24,1,25,25,
10451030,Pool house,53842596,Marianne,,78733,30.3359,-97.86715,Entire home/apt,80,1,55,2022-03-28,0.73,1,0,1,
10784670,S. Austin Apt.5 min walk to dt/zilk,55798574,Roy,,78704,30.25558,-97.74562,Entire home/apt,350,1,4,2016-11-07,0.05,1,0,0,
10784973,Prime SXSW Location {Sleeps 6},5732418,Alvin (Maurice),,78741,30.24477,-97.72388,Entire home/apt,500,3,1,2018-03-13,0.02,1,0,0,
11298869,SXSW Luxury Apartment 5 min from DT,52746810,Yash,,78705,30.29307,-97.72182,Entire home/apt,800,4,0,,,1,0,0,
10451710,S. Austin Suite close-in w/pool,15522934,Kent,,78737,30.2269,-97.92814,Entire home/apt,138,2,314,2022-11-13,3.78,1,21,21,
11302252,Middle of DT/ 2blks to 6th & conv,43301105,Willie,,78701,30.26633,-97.7431,Entire home/apt,850,1,4,2017-03-16,0.05,1,0,0,
10478188,Fun & Contemporary Home in NW Austin,42223893,Sidney,,78729,30.4613,-97.78417,Entire home/apt,185,2,21,2022-12-11,3.80,1,90,21,
11303550,"Charming Hyde Park bungalow, minutes from downtown",59086855,Elise,,78705,30.2958,-97.72921,Entire home/apt,140,2,12,2022-03-20,0.21,1,0,3,
10499836,Private Fenced Yard & Office! Pet/Kid Friendly!,18331909,Alyssa,,78753,30.35633,-97.68464,Entire home/apt,201,2,74,2022-11-26,1.45,1,359,19,
10501614,"South Austin Room, 15 Mins from DT",54144753,James,,78745,30.20225,-97.83339,Private room,76,2,3,2016-03-20,0.04,1,0,0,
10808197,Modern Central East/DT Home,9929543,Amelia,,78702,30.27429,-97.727,Entire home/apt,1929,3,29,2018-04-30,0.35,1,318,0,
10825011,1 Bed/ 1 Bath,56049691,Stavros,,78705,30.29103,-97.72341,Entire home/apt,100,1,0,,,1,0,0,
11303741,Luxury accomodation in Westlake,59089695,Christi,,78746,30.31102,-97.78918,Entire home/apt,1500,1,0,,,1,0,0,
10836191,Spacious Downtown Apartment,31145479,Michael,,78701,30.27295,-97.7477,Entire home/apt,600,1,5,2016-07-18,0.06,1,0,0,
11306510,Condo on S Congress,59111874,Mike,,78745,30.19921,-97.77768,Entire home/apt,55,2,35,2019-03-30,0.43,1,0,0,
10839662,In the heart of South Congress,2909602,Greg,,78704,30.249,-97.75112,Entire home/apt,625,3,5,2016-04-05,0.06,1,0,0,
10524453,"Downtown Location, Walk Everywhere!",28639479,William,,78703,30.27029,-97.75428,Entire home/apt,1400,2,0,,,1,0,0,
11318454,Cozy Eastside Cottage Near Downtown,413922,Christa,,78702,30.26237,-97.71685,Entire home/apt,200,2,1,2016-03-21,0.01,1,0,0,
10525454,Nice quiet apartment near park,9813197,Michael,,78749,30.21575,-97.85302,Entire home/apt,47,1,0,,,1,0,0,
10526238,Travis Heights Spacious Condo,4123704,Heather,,78704,30.24786,-97.73663,Entire home/apt,100,4,1,2016-03-17,0.01,1,0,0,
11323660,ACL Walkable house sleeps 5 people! Available now!,2308662,Jean-Pierre,,78704,30.25586,-97.78097,Entire home/apt,300,3,20,2022-10-17,0.26,1,364,2,
10539443,Private room close to downtown,53649181,Lucero,,78741,30.2319,-97.73147,Private room,28,1,4,2016-04-17,0.05,1,0,0,
10540208,Enjoy the Scenery from Palatial Estate House,979144,Ryan,,78746,30.32176,-97.78914,Entire home/apt,500,3,44,2021-03-18,0.54,1,0,0,
10547715,Awesome Austin Bungalow + Hot Tub/Peloton!!!,25912977,Roberto,,78721,30.26983,-97.6922,Entire home/apt,150,3,51,2022-12-03,4.23,1,69,51,
10547716,3/2 with Pool in Zilker-Walk to Bars & Restaurants,54395501,Paige,,78704,30.25152,-97.76962,Entire home/apt,688,2,12,2018-10-15,0.15,1,0,0,
10839733,Hyde Park House - Private 2Br 2Ba - Central Austin,18259508,Stephanie,,78751,30.30903,-97.72192,Entire home/apt,216,4,26,2021-05-14,0.32,2,82,0,
10856933,Cute 1BR apartment in Clarkesville,56235113,Robin,,78703,30.28077,-97.75877,Entire home/apt,300,1,1,2016-03-20,0.01,1,0,0,
11324822,"3 bd/3ba, SXSW/ Spring Break Escape",59245152,Tara,,78723,30.29352,-97.70431,Entire home/apt,1000,3,0,,,1,0,0,
10859293,Handmade Eastside Cabin,56249709,Brent,,78702,30.26443,-97.70979,Entire home/apt,78,2,288,2022-11-16,3.47,1,83,31,
10551854,Cozy studio,23049102,Byron,,78751,30.30511,-97.72662,Entire home/apt,75,1,0,,,1,0,0,
11325012,Charming Home w/ New Studio in South Austin,10368010,Russell And Alli,,78704,30.23391,-97.76851,Entire home/apt,92,2,29,2018-01-28,0.38,1,0,0,
11325191,Spacious 3 Bedroom House - Eastside Austin,27798718,Alison,,78721,30.28138,-97.6853,Entire home/apt,200,2,4,2022-10-23,0.05,1,230,1,
10569418,Walk to SoCo Craftsman - 4/5 BR.,54517625,Charles,,78704,30.24587,-97.74904,Entire home/apt,500,2,1,2016-03-20,0.01,1,0,0,
10576483,Cozy Landing Pad,54559247,Justin,,78704,30.23896,-97.77477,Private room,38,1,424,2022-12-10,5.04,1,307,104,
10882327,"Sunny home in quiet neighborhood, w/ full kitchen, fenced yard, & backyard deck!",1488733,Vacasa Texas,,78757,30.35231,-97.74495,Entire home/apt,104,1,12,2022-08-07,0.15,17,355,3,
11325599,5★ Restored Vintage Airstream- a hip retreat!,1833254,Leyla,,78723,30.28518,-97.69635,Entire home/apt,53,1,381,2022-11-26,4.63,2,167,84,
10886250,SXSW SoCo Hideaway,9224873,Brian,,78704,30.23815,-97.74806,Entire home/apt,800,1,0,,,1,0,0,
10576585,Excellent base camp for excellent Austin fun,54562024,Tracey,,78704,30.24436,-97.75772,Private room,72,1,266,2022-11-20,3.20,1,283,54,
11330408,The SoCo Airstream is so fun! #23  with free bikes,23072158,Denise,,78704,30.22941,-97.74526,Entire home/apt,85,2,298,2022-10-30,3.78,3,270,36,
10576853,1 Bedroom condo in South Austin,33835502,Erick,,78704,30.23316,-97.78912,Entire home/apt,120,2,1,2016-04-10,0.01,1,0,0,
10585097,Spacious 3BR house w/covered patio. $12 Uber to DT,54607970,John Henry,,78704,30.23906,-97.77588,Entire home/apt,500,28,0,,,1,358,0,
10886605,Cozy apartment in Hyde Park,18262716,Olga,,78705,30.29311,-97.73395,Entire home/apt,180,1,2,2017-03-15,0.02,1,0,0,
10899205,North Austin corporate housing,56481963,Barbara,,78758,30.39831,-97.69616,Entire home/apt,250,7,0,,,1,0,0,
11337722,Private Room in NW Austin,45235446,Andrew,,78750,30.43354,-97.77293,Private room,42,1,22,2020-02-17,0.27,1,0,0,
10904171,"Cheerful room in quirky home, close to UT",56510587,Tressa,,78705,30.29445,-97.7358,Private room,115,2,1,2022-11-13,0.91,1,26,1,
10586177,"Central 3br Townhome, Walk to shops, cafes, bars",54613376,Bruce,,78723,30.29929,-97.70265,Entire home/apt,391,2,39,2022-10-23,0.47,1,177,7,
11341347,1 BR Hyde Park condo,59365734,Jeremy,,78751,30.30665,-97.72933,Entire home/apt,85,1,0,,,1,0,0,
10592588,"3 BR, 2 BA, SoCo, Heart of Austin.",54651535,Dan,,78704,30.24361,-97.76659,Entire home/apt,385,3,11,2022-10-17,0.13,1,0,3,
11341479,** SXSW home in East Austin - Walk Everywhere *,31367208,Teresa,,78702,30.2585,-97.71499,Entire home/apt,1600,1,2,2017-03-15,0.02,1,0,0,
10606818,4/2.5 Near Downtown Family Friendly House Sleeps 8,54730910,Sherri,,78741,30.22921,-97.7425,Entire home/apt,283,3,51,2022-10-17,0.69,1,355,11,
11352087,Comfy Room at Artistic North Austin Home,59452947,Gabriel,,78728,30.45951,-97.68227,Private room,27,1,12,2018-12-25,0.16,1,0,0,
10614407,Train at Doorstep 1 Bedroom Apt.,11162776,Debbie,,78757,30.33881,-97.71851,Entire home/apt,78,2,8,2016-10-30,0.10,1,0,0,
10908153,"Stellar furnished room & bath, easy city access",56533216,Barbra,,78741,30.22379,-97.69277,Private room,57,30,29,2022-10-23,0.35,1,75,4,
11360943,Artist loft studio,17436788,Bay,,78734,30.41977,-97.92397,Entire home/apt,150,2,205,2022-10-23,2.51,1,98,17,
10910831,Central East - Close to EVERYTHING!,1513674,David,,78702,30.27342,-97.71968,Entire home/apt,185,2,12,2019-03-12,0.17,1,0,0,
10922191,Private Central Austin Guesthouse,28048764,Jessa,,78751,30.30941,-97.73132,Entire home/apt,91,3,288,2022-12-08,3.46,2,353,42,
10644981,Riverside Loft Apartment Eastside,17088289,Amina,,78702,30.250532,-97.722946,Entire home/apt,96,1,289,2022-11-22,3.47,4,309,36,
11362264,"Spacious, Quiet Studio for two",15403953,Ankita,,78705,30.29008,-97.75042,Entire home/apt,60,1,3,2016-02-28,0.04,1,0,0,
10648855,Downtown Apartment with Lake and City Views,410586,Jae,,78701,30.26008,-97.73823,Entire home/apt,168,7,1,2022-11-22,1,1,54,1,
10924106,Private Bedroom at North Austin,55676662,Mauricio,,78727,30.42505,-97.68364,Private room,45,2,1,2016-02-10,0.01,1,0,0,
11369999,Experience Austin Glamping! -#MotelCamper,44887644,Chris,,78751,30.31286,-97.71364,Entire home/apt,88,1,184,2017-10-02,2.23,4,0,0,
10924553,Minutes From SXSW Action! Up to 8+,22660327,Deirdre,,78749,30.20737,-97.85282,Entire home/apt,199,1,1,2016-03-19,0.01,1,0,0,
11373188,"Downtown Private Pool: Walk to Rainey, 6th, & Lake",5854631,Sam,,78702,30.25481,-97.73519,Entire home/apt,119,5,9,2021-01-03,0.13,1,0,0,
10925975,East Austin Cottage for SXSW,17344059,Julian,,78702,30.25515,-97.73193,Entire home/apt,1200,3,0,,,1,0,0,
10944023,Modern farmhouse with parking,9013446,Cindy,,78756,30.32477,-97.73719,Private room,80,2,3,2017-03-15,0.04,2,0,0,
11602685,Beautiful Funky Austin Apartment,61396304,Jacob,,78735,30.25849,-97.89327,Entire home/apt,200,1,0,,,2,0,0,
11603186,Awesome Room in a Beautiful APT,61396304,Jacob,,78735,30.25834,-97.89339,Private room,100,1,0,,,2,0,0,
11374424,Charming Apartment near UT - A,2559011,Terry,,78705,30.29698,-97.73114,Entire home/apt,60,30,24,2022-07-31,0.29,1,318,4,
11605217,Heated Saltwater Pool + Hot Tub (Center of Austin),16429084,Amy,,78731,30.33227,-97.7583,Entire home/apt,850,2,29,2022-11-07,1.16,1,316,16,
10944908,Modern Mid-Century Ranch,56754307,Ed,,78723,30.31086,-97.698,Entire home/apt,314,1,1,2016-03-13,0.01,1,0,0,
10959672,"Sunny, spacious South Austin home",56845619,Aimee,,78745,30.19434,-97.82096,Entire home/apt,120,2,19,2019-07-14,0.23,2,0,0,
11377313,Private room in cozy duplex,59646051,Judy,,78759,30.42519,-97.76488,Private room,75,1,1,2016-03-17,0.01,1,0,0,
11378134,Quaint Garage Apt- 1.5 mi fm 6th St,39283850,Eva,,78705,30.28659,-97.74742,Entire home/apt,225,1,1,2016-03-16,0.01,1,0,0,
10960256,Swanky Townhouse for SXSW!,7342564,Jana,,78704,30.24179,-97.78125,Entire home/apt,250,1,1,2016-03-22,0.01,1,0,0,
11607713,Modern Apartment for SXSW!,61437535,Herbert,,78751,30.3142,-97.73187,Entire home/apt,195,1,0,,,1,0,0,
11395632,UT Campus Apartment for SXSW,30294505,David,,78705,30.28592,-97.74594,Entire home/apt,500,1,1,2016-03-23,0.01,1,0,0,
11608417,Private Room in Downtown Austin,61444064,Estee,,78703,30.27463,-97.75582,Private room,75,1,11,2016-10-23,0.13,1,0,0,
11608692,5 min walk to bus! SXSW loft apt!,61446169,Mike,,78745,30.22669,-97.80528,Entire home/apt,130,2,0,,,1,0,0,
10984471,Comfortable East Austin house close to downtown,56983132,Greg,,78702,30.25337,-97.71701,Entire home/apt,89,2,5,2016-08-11,0.06,1,0,0,
11400538,West 6th street!! Great festival/events location.,59839524,Suzanne,,78703,30.27382,-97.76301,Entire home/apt,91,2,159,2021-11-15,1.93,1,0,0,
11609296,1Br in Hyde Park,61451868,Kathleen,,78751,30.30618,-97.7171,Private room,100,1,0,,,1,0,0,
11609810,Convenient family-friendly bungalow,1745138,Anne-Marie,,78751,30.3068,-97.73367,Entire home/apt,110,1,0,,,1,0,0,
11409492,The Willow,28790288,Benjamin,,78758,30.38159,-97.70666,Entire home/apt,489,4,0,,,1,0,0,
11610023,Backhouse Apartment ready for SXSW,29125609,Winston,,78702,30.25615,-97.71563,Private room,70,1,1,2016-03-20,0.01,2,0,0,
10985692,Soco Living!  SXSW,56896716,Ty,,78704,30.25748,-97.74696,Entire home/apt,375,2,4,2016-04-11,0.05,1,0,0,
10987590,Modern Home in East Austin,27665204,Eric,,78702,30.27783,-97.70669,Entire home/apt,195,3,3,2019-03-15,0.06,1,0,0,
11410715,Urban Loft DOWNTOWN!,969988,Neal,,78701,30.26719,-97.73996,Entire home/apt,97,1,32,2020-11-15,0.42,1,0,0,
10993131,Modern One Bedroom Downtown Austin,588319,Kevin,,78703,30.26891,-97.75415,Entire home/apt,325,3,0,,,1,0,0,
10995390,The Rad Pad,48200260,Chelsea,,78741,30.2283,-97.7254,Entire home/apt,350,1,1,2016-03-23,0.01,1,0,0,
11611131,Close-in East Austin Town House,5651045,Melissa,,78741,30.22995,-97.7136,Entire home/apt,550,5,24,2021-10-25,0.30,1,88,0,
11412040,Two Stories- Flexible Host- Perfect for SXSW!,21083462,Kate,,78705,30.29255,-97.72612,Entire home/apt,50,3,5,2016-10-10,0.06,1,0,0,
11611799,Stay in a quaint condo near SOCO,1704374,Matt,,78704,30.23818,-97.74903,Private room,50,1,0,,,2,0,0,
10995584,Downtown One Bedroom,28425308,Carly,,78704,30.25518,-97.74693,Entire home/apt,250,1,0,,,1,0,0,
10996085,Modern Condo in Central Austin,34611824,Shannon,,78702,30.2785,-97.71993,Entire home/apt,200,2,0,,,2,0,0,
11413937,Cozy+Sunny Hyde Park Apt w/Parking,59923338,Parker,,78705,30.30051,-97.73425,Entire home/apt,199,1,3,2016-04-10,0.04,1,0,0,
11619200,SXSW House for Rent (up to 9 ppl),61529033,Erica,,78705,30.28689,-97.74784,Entire home/apt,600,1,0,,,1,0,0,
11415697,House perfect for SXSW'ers!,24269490,Jeremy,,78744,30.20435,-97.69894,Private room,100,1,1,2016-03-12,0.01,1,0,0,
11621881,Suburban Custom Home,61550181,Megan,,78738,30.32,-97.98001,Entire home/apt,614,2,0,,,1,0,0,
11622156,Cozy Studio in the Heart of Austin!,61552413,Ellice,,78702,30.26122,-97.69881,Entire home/apt,85,1,7,2017-03-12,0.09,1,0,0,
11008164,Charming Cottage near UT,37837680,Joan,,78705,30.29696,-97.74653,Entire home/apt,292,2,56,2022-10-30,0.68,1,313,8,
11417129,1BR/1BA Walking Distance to DT,59950268,Krista,,78741,30.24309,-97.73389,Entire home/apt,65,2,68,2020-12-14,0.83,1,0,0,
11020832,"Comfy 2bed/2bth, perfect for SXSW",4183558,Bryant,,78704,30.25413,-97.7466,Entire home/apt,599,3,1,2016-03-15,0.01,1,0,0,
11622259,Beautiful East Austin Home -POOL- 2 mi to Downtown,11770384,Christine,,78702,30.28006,-97.71915,Entire home/apt,475,2,70,2022-11-06,1.02,2,60,14,
11417837,SXSW condo in heart of Austin!!,2427880,Geoffrey,,78704,30.25401,-97.76092,Entire home/apt,679,3,0,,,1,0,0,
11622925,Last min spot for SXSW? Best area!,61558880,Airbnb,,78701,30.25959,-97.73816,Entire home/apt,399,2,1,2016-03-19,0.01,1,0,0,
11623077,"A modern 1 bedroom, 1 bathroom",57449603,Sven,,78757,30.33921,-97.71919,Entire home/apt,350,3,0,,,1,0,0,
11022094,"Bed, Bath & Kitchenette - Dogs OK - Month of March",57194944,Kelly,,78758,30.36862,-97.70666,Private room,81,30,0,,,1,0,0,
11034674,"Minutes to Downtown, Two Nearby Pools, Near Lakes!",3584580,Katherine,,78730,30.37484,-97.84352,Entire home/apt,245,3,3,2022-07-27,0.04,3,0,1,
11419443,2 private rooms great for SXSW,21336770,Anna,,78745,30.19565,-97.8174,Private room,95,3,0,,,1,0,0,
11047093,Large 1 Bedroom apt Central Austin,3600282,Joel,,78701,30.28069,-97.74547,Entire home/apt,94,2,11,2017-04-26,0.13,1,0,0,
11627169,Good Space for SXSW,42949975,Desmond,,78735,30.25905,-97.90221,Entire home/apt,250,2,0,,,1,0,0,
11422242,"Peaceful, Natural, Family Home",55682742,Chris,,78744,30.19879,-97.69871,Entire home/apt,350,2,10,2017-10-22,0.12,1,0,0,
11422368,"Small, clean, and really simple!",22781129,Yanlong,,78705,30.28734,-97.74727,Entire home/apt,180,5,1,2016-03-17,0.01,1,0,0,
11631657,Moon Circle Guesthouse,61634764,Cheryl,,78757,30.349,-97.72385,Entire home/apt,146,2,70,2022-11-13,0.85,1,199,3,
11051606,Charming 4/2 house in Soco Austin,6415315,Pam,,78704,30.24633,-97.74611,Entire home/apt,215,30,102,2019-11-11,1.24,1,0,0,
11422502,Great Apartment Ideal Location,11739563,Barrett,,78703,30.27802,-97.76031,Entire home/apt,380,2,0,,,1,0,0,
11061484,"Quadrangle Condominium, Unit 12",57411360,Lauri,,78751,30.30692,-97.72167,Entire home/apt,150,175,5,2016-10-10,0.06,1,0,0,
11422671,Private Room in North Campus House,59999983,Majd,,78705,30.29592,-97.73874,Private room,125,1,0,,,1,0,0,
11067353,CO|HAB -Co-living for the Wild Ones,57446340,Corey,,78701,30.26735,-97.73984,Shared room,400,1,0,,,1,0,0,
11635174,"Cute, Clean Apartment, Awesome Area",13275832,Mathew,,78722,30.28504,-97.71667,Entire home/apt,44,1,2,2016-03-23,0.02,1,0,0,
11422986,"Cozy, quiet, and close to downtown & the domain",34049870,Jacqueline,,78731,30.3469,-97.75282,Entire home/apt,98,4,51,2022-04-12,0.62,2,317,5,
